Title,Date
The young people taking their countries to court over climate inaction,7/5/2021
Literary figures join Extinction Rebellion campaign against thinktanks,2/9/2020
I went on TV to explain Just Stop Oil – and it became a parody of Don’t Look Up | Miranda Whelehan,13/4/2022
US rejoins coalition to achieve 1.5C goal at UN climate talks,2/11/2021
UN climate talks in Glasgow Cop26: India targets net zero by 2070 – as it happened,1/11/2021
Cop26 summit at serious risk of failure says Boris Johnson,31/10/2021
Amazon near tipping point of switching from rainforest to savannah – study,5/10/2020
Emissions will hit record high by 2023 if green recovery fails says IEA,20/7/2021
All coral will suffer severe bleaching when global heating hits 1.5C study finds,1/2/2022
Is this our last chance to act on the climate crisis?,30/10/2021
More than 50 countries commit to protection of 30% of Earth's land and oceans,11/1/2021
‘Natural infrastructure’ could save billions a year in climate crisis response,25/10/2021
What is the IPCC climate change report – and what does it say?,28/2/2022
Climate emergency a ‘national security’ concern says Red Cross,27/2/2022
Beekeepers and communists: how environmentalists started a global conversation,28/5/2022
‘World is at boiling point’: humanity must redefine relationship with nature says report,18/5/2022
Carbon markets back from the brink of collapse says World Bank,22/5/2018
COP25: youth ‘leadership’ contrasts with government inaction says UN chief,2/12/2019
'We're losing the race': UN secretary general calls climate change an 'emergency',18/9/2019
UK chooses Glasgow to host major UN climate change summit,9/8/2019
Climate coalition breaks cover in Paris to push for binding and ambitious deal,8/12/2015
Countries have failed to adapt for unavoidable climate damage UN says,4/11/2021
HSBC suspends head of responsible investing who called climate warnings ‘shrill’,22/5/2022
HSBC pressured to sack banker who discredited climate crisis warnings,20/5/2022
What China's plan for net-zero emissions by 2060 means for the climate | Barbara Finamore,5/10/2020
Greta Thunberg accuses MEPs of 'surrender on climate and environment',21/10/2020
Virtual jet lag and nappy changes: a day in the life of the UK's Cop26 envoy,10/11/2020
Tory MPs five times as likely to vote against climate action,11/10/2019
False Alarm by Bjorn Lomborg; Apocalypse Never by Michael Shellenberger – review,9/8/2020
'Immense' potential of renewable energy could propel Australia to net zero 2050 target,10/11/2020
Australia's chief scientist rejects experts' letter warning him not to back gas,25/8/2020
Alarm as Arctic sea ice not yet freezing at latest date on record,22/10/2020
2020 likely to be one of warmest years on record despite La Niña,29/10/2020
EU pledges coronavirus recovery plan will not harm climate goals,28/5/2020
UK campaigners set out plan to meet Paris agreement and beat Covid recession,5/11/2020
Trump on own administration's climate report: 'I don't believe it',26/11/2018
Flood threat may result in people being moved to new areas,26/11/2018
'Limited' progress at Bangkok climate talks,10/9/2018
Charge €30 a tonne for CO2 to avoid catastrophic 4C warming | Ottmar Edenhofer and Johan Rockström,5/10/2018
Divorce growth from greenhouse gases to aid climate goals says energy chief,14/6/2015
'The beginning of great change': Greta Thunberg hails school climate strikes,15/2/2019
EU leaders agree to cut greenhouse gas emissions by 40% by 2030,24/10/2014
The Swedish 15-year-old who's cutting class to fight the climate crisis,1/9/2018
Christiana Figueres: the woman tasked with saving the world from global warming,27/11/2015
School pupils call for radical climate action in UK-wide strike,15/2/2019
UK to review climate target raising hopes of a zero emissions pledge,17/4/2018
Canada's most shameful environmental secret must not remain hidden | Tzeporah Berman,14/11/2017
Arctic ice melt could trigger uncontrollable climate change at global level,25/11/2016
Record emissions keep Australia on path to missing Paris target,25/6/2018
Dalai Lama says strong action on climate change is a human responsibility,20/10/2015
Soot clouds pose threat to Himalayan glaciers,3/10/2009
China makes carbon pledge ahead of Paris climate change summit,30/6/2015
Tibetan nomads struggle as grasslands disappear from the roof of the world,2/9/2010
Climate leaders call for pressure on stubborn nations before Cop27,15/11/2021
Climate-vulnerable countries call for help forcing high emitters to act,18/11/2021
Private sector must pay more into $100bn global climate fund says report,3/6/2015
Finance holds climate key but poor countries fear missing out,27/2/2020
What are the tasks facing Alok Sharma as new Cop26 president?,13/2/2020
‘This is the future’: the Oxfordshire village living without running water,10/8/2022
Satellite images reveal shrinkage of Utah’s Great Salt Lake,2/8/2022
Madagascar paying price for cheap European flights says climate minister,6/11/2021
Climate funding target for poorer countries ‘likely to be met’ by 2022,24/9/2021
What is climate finance and where will it come from?,4/4/2013
Study: global banks 'failing miserably' on climate crisis by funneling trillions into fossil fuels,18/3/2020
Inside Copenhagen’s race to be the first carbon-neutral city,11/10/2019
Oil and gas firms urged to work towards net zero British North Sea,3/12/2020
UK ban on new fossil fuel vehicles by 2030 'not enough' to hit climate targets,18/11/2020
After the Covid-19 crisis will we get a greener world?,17/5/2020
How SUVs conquered the world – at the expense of its climate,1/9/2020
Investors plan major move into renewable energy infrastructure,23/11/2020
Biden raises hopes of addressing climate crisis as Cop26 nears,21/1/2021
Joe Biden to reveal US emissions pledge in key climate crisis moment,19/4/2021
Rebound in carbon emissions expected in 2021 after fall caused by Covid,11/12/2020
US and China commit to cooperating on climate crisis,18/4/2021
Trump administration scraps Obama-era regulation on coal emissions,21/8/2018
UK to toughen targets on greenhouse gas emissions for next 15 years,19/4/2021
Boris Johnson told to get grip of UK climate strategy before Cop26,12/4/2021
Swedish government faces backlash after slashing climate budget,21/9/2023
European Green Deal will change economy to solve climate crisis says EU,11/12/2019
Countries must put aside national interests for climate crisis UN says,5/6/2023
UK policies will not deliver emission cuts pledge says climate adviser,23/6/2021
‘A critical moment’: UN warns world will miss climate targets unless fossil fuels phased out,8/9/2023
Carbon dioxide removal: the tech that is polarising climate science,25/4/2023
Chasm between climate action and scientific reality laid bare in UN stocktake,8/9/2023
John Kerry: relying solely on CO2-removal technology is ‘dangerous’,25/4/2023
Revealed: UAE plans huge oil and gas expansion as it hosts UN climate summit,4/4/2023
Pakistan floods ‘made up to 50% worse by global heating’,15/9/2022
Scientists deliver ‘final warning’ on climate crisis: act now or it’s too late,20/3/2023
From climate change ‘certainty’ to rapid decline: a timeline of IPCC reports,20/3/2023
Shut down fossil fuel production sites early to avoid climate chaos says study,17/5/2022
Revealed: 1000 super-emitting methane leaks risk triggering climate tipping points,6/3/2023
World is on ‘highway to climate hell’ UN chief warns at Cop27 summit,7/11/2022
Meat dairy and rice production will bust 1.5C climate target shows study,6/3/2023
Flying in Europe up to 30 times cheaper than train says Greenpeace,19/7/2023
Healthy diet in UK at risk from Mediterranean droughts experts say,14/8/2023
From the Guardian archive: some of John Vidal’s greatest pieces,20/10/2023
Sunak’s U-turns make net zero harder and keep bills high watchdog warns,12/10/2023
Labour’s policies show party is spoiling for a fight on green issues,11/10/2023
How Tories’ green hostility will hinder a future Labour government,9/10/2023
Opec member urges oil producers to focus more on renewable energy,1/9/2021
Leave fossil fuels buried to prevent climate change study urges,7/1/2015
Public inquiry begins into plans for new coalmine in Cumbria,7/9/2021
UK risks shattering global standing by dumping £11.6bn climate pledge ministers told,5/7/2023
How a thinktank got the cost of net zero for the UK wildly wrong,29/9/2023
‘The worst kind of culture war’: Tories attack Rishi Sunak’s reversal on net zero,23/9/2023
Only 22% of Britons trust Sunak on climate finds Guardian poll,22/9/2023
The Guardian view on the IMF and World Bank: back a global Green New Deal | Editorial,17/10/2019
'We have the collective capacity to transform' says Mia Mottley at Cop27 – video,7/11/2022
Severe debt burdens thwarting progress on climate and poverty says World Bank,11/10/2023
World Bank chief resigns after climate stance misstep,16/2/2023
Why World Bank head’s resignation is good news for climate crisis fight,16/2/2023
Climate-focused reform of World Bank could be done in a year says Al Gore,14/11/2022
Rich nations have promised to pay for the climate crisis – but will they? | Gordon Brown,26/11/2022
Australian climate minister to target World Bank’s response to crisis in Cop27 speech,14/11/2022
Green investment boom and electric car sales: six key things about Biden’s climate bill,11/8/2023
Sunak’s new oil and gas licences are ‘moral and economic madness’,31/7/2023
Fossil fuel firms ‘have humanity by the throat’ says UN head in blistering attack,17/6/2022
Rishi Sunak avoiding UN summit after being warned about potential rejection,9/9/2023
New North Sea oil and gas licences will send ‘wrecking ball’ through climate commitments,31/7/2023
Revealed: US and UK fall billions short of ‘fair share’ of climate funding,7/11/2022
US fails to give money promised for developing countries to ease climate impacts,23/12/2022
‘Extreme event’: warm January weather breaks records across Europe,2/1/2023
Cop27: US ‘totally supportive’ of moves to address loss and damage says Kerry – as it happened,12/11/2022
